Owner,API #,Longitude,Latitude,Property #,Lease / Well Name,Tank MID,Tank Name,Tank Nbr,Tank Size,BBLS Per Inch,SEC,TWP,RNG,COUNTY
"Continental Resources, Inc.",3310502381,-103.20389,48.57612,210779,Sevre 1-22H,6507,Sevre - Tank 1,1,400.37856,1.668244,22,159N,097W,WILLIAMS
"Continental Resources, Inc.",3310502381,-103.20389,48.57612,210779,Sevre 1-22H,6508,Sevre - Tank 2,2,400.37856,1.668244,22,159N,097W,WILLIAMS
"Continental Resources, Inc.",3310502381,-103.20389,48.57612,210779,Sevre 1-22H,6509,Sevre - Tank 3,3,400.37856,1.668244,22,159N,097W,WILLIAMS
"Continental Resources, Inc.",3310502489,-103.46463,48.4037,210781,Feller 1-22H,7015,Feller - Tank 1,1,400.37856,1.668244,22,157N,099W,WILLIAMS
"Continental Resources, Inc.",3310502489,-103.46463,48.4037,210781,Feller 1-22H,7016,Feller - Tank 2,2,400.37856,1.668244,22,157N,099W,WILLIAMS
"Continental Resources, Inc.",3310502489,-103.46463,48.4037,210781,Feller 1-22H,7017,Feller - Tank 3,3,400.37856,1.668244,22,157N,099W,WILLIAMS
"Continental Resources, Inc.",3305303804,-103.29731,47.87772,210782,Rochester 1-24H,6522,Rochester - Tank 1,1,400.37856,1.668244,24,151N,099W,MC KENZIE
"Continental Resources, Inc.",3305303804,-103.29731,47.87772,210782,Rochester 1-24H,6523,Rochester - Tank 2,2,400.37856,1.668244,24,151N,099W,MC KENZIE
"Continental Resources, Inc.",3305303804,-103.29731,47.87772,210782,Rochester 1-24H,6524,Rochester - Tank 3,3,400.37856,1.668244,24,151N,099W,MC KENZIE
"Continental Resources, Inc.",3302501465,-102.78721,47.44396,210784,Hartman 2-28H,7066,Hartman 2 - Tank 1,1,400.37856,1.668244,28,146N,095W,DUNN
"Continental Resources, Inc.",3302501465,-102.78721,47.44396,210784,Hartman 2-28H,7067,Hartman 2 - Tank 2,2,400.37856,1.668244,28,146N,095W,DUNN
"Continental Resources, Inc.",3302501465,-102.78721,47.44396,210784,Hartman 2-28H,7068,Hartman 2 - Tank 3,3,400.37856,1.668244,28,146N,095W,DUNN
"Continental Resources, Inc.",3300701695,-103.42255,47.15454,210785,Champlain 1-36H,6343,Champlain - Tank 1,1,400.37856,1.668244,36,143N,101W,BILLINGS
"Continental Resources, Inc.",3300701695,-103.42255,47.15454,210785,Champlain 1-36H,6344,Champlain - Tank 2,2,400.37856,1.668244,36,143N,101W,BILLINGS
"Continental Resources, Inc.",3300701695,-103.42255,47.15454,210785,Champlain 1-36H,6345,Champlain - Tank 3,3,400.37856,1.668244,36,143N,101W,BILLINGS
"Continental Resources, Inc.",2508322964,-104.6007,47.88259,210786,Rognas 3-27H,7335,Rognas 3 - Tank 1,1,400.37856,1.668244,27,025N,055E,RICHLAND
"Continental Resources, Inc.",2508322964,-104.6007,47.88259,210786,Rognas 3-27H,7336,Rognas 3 - Tank 2,2,400.37856,1.668244,27,025N,055E,RICHLAND
"Continental Resources, Inc.",2508322964,-104.6007,47.88259,210786,Rognas 3-27H,7337,Rognas 3 - Tank 3,3,400.37856,1.668244,27,025N,055E,RICHLAND
"Continental Resources, Inc.",3300701699,-103.5217461,47.0685116,210794,Chretien 1-31H,6348,Chretien - Tank 1,1,400.37856,1.668244,31,142N,101W,BILLINGS
"Continental Resources, Inc.",3300701699,-103.5217461,47.0685116,210794,Chretien 1-31H,6349,Chretien - Tank 2,2,400.37856,1.668244,31,142N,101W,BILLINGS
"Continental Resources, Inc.",3300701699,-103.5217461,47.0685116,210794,Chretien 1-31H,6350,Chretien - Tank 3,3,400.37856,1.668244,31,142N,101W,BILLINGS
"Continental Resources, Inc.",2508322926,-104.63979,48.01172,210795,Wagner 1-17H,7290,Wagner - Tank 1,1,400.37856,1.668244,17,026N,055E,RICHLAND
"Continental Resources, Inc.",2508322926,-104.63979,48.01172,210795,Wagner 1-17H,7291,Wagner - Tank 2,2,400.37856,1.668244,17,026N,055E,RICHLAND
"Continental Resources, Inc.",2508322926,-104.63979,48.01172,210795,Wagner 1-17H,7292,Wagner - Tank 3,3,400.37856,1.668244,17,026N,055E,RICHLAND
"Continental Resources, Inc.",3310502384,-103.34963,48.46038,210797,Blaine 1-33H,7085,Blaine - Tank 1,1,400.37856,1.668244,33,158N,098W,WILLIAMS
"Continental Resources, Inc.",3310502384,-103.34963,48.46038,210797,Blaine 1-33H,7086,Blaine - Tank 2,2,400.37856,1.668244,33,158N,098W,WILLIAMS
"Continental Resources, Inc.",3310502384,-103.34963,48.46038,210797,Blaine 1-33H,7087,Blaine - Tank 3,3,400.37856,1.668244,33,158N,098W,WILLIAMS
"Continental Resources, Inc.",2508322914,-104.85907,48.10004,210799,Abercrombie 1-10H,6962,Abercrombie - Tank 1,1,400.37856,1.668244,10,027N,053E,RICHLAND
"Continental Resources, Inc.",2508322914,-104.85907,48.10004,210799,Abercrombie 1-10H,6963,Abercrombie - Tank 2,2,400.37856,1.668244,10,027N,053E,RICHLAND
"Continental Resources, Inc.",2508322914,-104.85907,48.10004,210799,Abercrombie 1-10H,6964,Abercrombie - Tank 3,3,400.37856,1.668244,10,027N,053E,RICHLAND
"Continental Resources, Inc.",2508322927,-104.60448,47.94064,210800,Sharon 1-3H,6759,Sharon - Tank 1,1,400.37856,1.668244,3,025N,055E,RICHLAND
"Continental Resources, Inc.",2508322927,-104.60448,47.94064,210800,Sharon 1-3H,6760,Sharon - Tank 2,2,400.37856,1.668244,3,025N,055E,RICHLAND
"Continental Resources, Inc.",2508322927,-104.60448,47.94064,210800,Sharon 1-3H,6761,Sharon - Tank 3,3,400.37856,1.668244,3,025N,055E,RICHLAND
"Continental Resources, Inc.",3310502466,-103.39845,48.40106,210801,Mathewson 1-30H,6812,Mathewson - Tank 1,1,400.37856,1.668244,30,157N,098W,WILLIAMS
"Continental Resources, Inc.",3310502466,-103.39845,48.40106,210801,Mathewson 1-30H,6813,Mathewson - Tank 2,2,400.37856,1.668244,30,157N,098W,WILLIAMS
"Continental Resources, Inc.",3310502466,-103.39845,48.40106,210801,Mathewson 1-30H,6814,Mathewson - Tank 3,3,400.37856,1.668244,30,157N,098W,WILLIAMS
"Continental Resources, Inc.",3302300820,-103.16199,48.66168,210805,Jarlsberg 1-25H,7180,Jarlsberg - Tank 1,1,400.37856,1.668244,25,160N,097W,DIVIDE
"Continental Resources, Inc.",3302300820,-103.16199,48.66168,210805,Jarlsberg 1-25H,7181,Jarlsberg - Tank 2,2,400.37856,1.668244,25,160N,097W,DIVIDE
"Continental Resources, Inc.",3302300820,-103.16199,48.66168,210805,Jarlsberg 1-25H,7182,Jarlsberg - Tank 3,3,400.37856,1.668244,25,160N,097W,DIVIDE
"Continental Resources, Inc.",3305303920,-103.29819,47.9626,210807,Lansing 2-25H,6972,Lansing 2 - Tank 1,1,400.37856,1.668244,25,152N,099W,MC KENZIE
"Continental Resources, Inc.",3305303920,-103.29819,47.9626,210807,Lansing 2-25H,6973,Lansing 2 - Tank 2,2,400.37856,1.668244,25,152N,099W,MC KENZIE
"Continental Resources, Inc.",3305303920,-103.29819,47.9626,210807,Lansing 2-25H,6974,Lansing 2 - Tank 3,3,400.37856,1.668244,25,152N,099W,MC KENZIE
"Continental Resources, Inc.",3305303919,-103.39611,47.96479,210815,Pittsburgh 2-19H,6844,Pittsburgh 2 - Tank 1,1,400.37856,1.668244,19,152N,099W,MC KENZIE
"Continental Resources, Inc.",3305303919,-103.39611,47.96479,210815,Pittsburgh 2-19H,6845,Pittsburgh 2 - Tank 2,2,400.37856,1.668244,19,152N,099W,MC KENZIE
"Continental Resources, Inc.",3305303919,-103.39611,47.96479,210815,Pittsburgh 2-19H,6846,Pittsburgh 2 - Tank 3,3,400.37856,1.668244,19,152N,099W,MC KENZIE
"Continental Resources, Inc.",3305303940,-103.3201555,47.9643656,210816,Syracuse 2-23H,7228,Syracuse 2 - Tank 1,1,400.37856,1.668244,23,152N,099W,MC KENZIE
"Continental Resources, Inc.",3305303940,-103.3201555,47.9643656,210816,Syracuse 2-23H,7229,Syracuse 2 - Tank 2,2,400.37856,1.668244,23,152N,099W,MC KENZIE
"Continental Resources, Inc.",3305303940,-103.3201555,47.9643656,210816,Syracuse 2-23H,7230,Syracuse 2 - Tank 3,3,400.37856,1.668244,23,152N,099W,MC KENZIE
"Continental Resources, Inc.",3305303972,-103.3205965,47.9627906,210817,Chicago 2-26H,7213,Chicago 2 - Tank 1,1,400.37856,1.668244,26,152N,099W,MC KENZIE
"Continental Resources, Inc.",3305303972,-103.3205965,47.9627906,210817,Chicago 2-26H,7214,Chicago 2 - Tank 2,2,400.37856,1.668244,26,152N,099W,MC KENZIE
"Continental Resources, Inc.",3305303972,-103.3205965,47.9627906,210817,Chicago 2-26H,7215,Chicago 2 - Tank 3,3,400.37856,1.668244,26,152N,099W,MC KENZIE
"Continental Resources, Inc.",3305303945,-103.29981,47.96425,210820,Steele 2-24H,6982,Steele 2 - Tank 1,1,400.37856,1.668244,24,152N,099W,MC KENZIE
"Continental Resources, Inc.",3305303945,-103.29981,47.96425,210820,Steele 2-24H,6983,Steele 2 - Tank 2,2,400.37856,1.668244,24,152N,099W,MC KENZIE
"Continental Resources, Inc.",3305303945,-103.29981,47.96425,210820,Steele 2-24H,6984,Steele 2 - Tank 3,3,400.37856,1.668244,24,152N,099W,MC KENZIE
"Continental Resources, Inc.",3300701723,103.18187,47.15335,210823,Natalie 2-2H,7299,Natalie 2 - Tank 1,1,400.37856,1.668244,2,142N,099W,BILLINGS
"Continental Resources, Inc.",3300701723,103.18187,47.15335,210823,Natalie 2-2H,7300,Natalie 2 - Tank 2,2,400.37856,1.668244,2,142N,099W,BILLINGS
"Continental Resources, Inc.",3300701723,103.18187,47.15335,210823,Natalie 2-2H,7301,Natalie 2 - Tank 3,3,400.37856,1.668244,2,142N,099W,BILLINGS
"Continental Resources, Inc.",2508322913,-104.79214,48.01168,210833,Farnsworth 1-18H,6663,Farnsworth - Tank 1,1,405.41089,1.689212042,18,026N,054E,RICHLAND
"Continental Resources, Inc.",2508322913,-104.79214,48.01168,210833,Farnsworth 1-18H,6664,Farnsworth - Tank 2,2,405.08715,1.687863125,18,026N,054E,RICHLAND
"Continental Resources, Inc.",2508322913,-104.79214,48.01168,210833,Farnsworth 1-18H,6665,Farnsworth - Tank 3,3,405.24795,1.688533125,18,026N,054E,RICHLAND
"Continental Resources, Inc.",2508322921,-104.7337928,48.0118713,210835,Kane 1-10H,7170,Kane - Tank 1,1,400.37856,1.668244,10,026N,054E,RICHLAND
"Continental Resources, Inc.",2508322921,-104.7337928,48.0118713,210835,Kane 1-10H,7171,Kane - Tank 2,2,400.37856,1.668244,10,026N,054E,RICHLAND
"Continental Resources, Inc.",2508322921,-104.7337928,48.0118713,210835,Kane 1-10H,7172,Kane - Tank 3,3,400.37856,1.668244,10,026N,054E,RICHLAND
"Continental Resources, Inc.",2508322923,-104.70993,48.01121,210837,Potts 1-11H,6794,Potts - Tank 1,1,400.37856,1.668244,11,026N,054E,RICHLAND
"Continental Resources, Inc.",2508322923,-104.70993,48.01121,210837,Potts 1-11H,6795,Potts - Tank 2,2,400.37856,1.668244,11,026N,054E,RICHLAND
"Continental Resources, Inc.",2508322923,-104.70993,48.01121,210837,Potts 1-11H,6796,Potts - Tank 3,3,400.37856,1.668244,11,026N,054E,RICHLAND
"Continental Resources, Inc.",2508322968,-104.84803,47.98094,210838,Butterfield 1-26H,7342,Butterfield - Tank 1,1,400.37856,1.668244,26,026N,053E,RICHLAND
"Continental Resources, Inc.",2508322968,-104.84803,47.98094,210838,Butterfield 1-26H,7343,Butterfield - Tank 2,2,400.37856,1.668244,26,026N,053E,RICHLAND
"Continental Resources, Inc.",2508322968,-104.84803,47.98094,210838,Butterfield 1-26H,7344,Butterfield - Tank 3,3,400.37856,1.668244,26,026N,053E,RICHLAND
"Continental Resources, Inc.",2508322937,-104.41028,47.8972,210843,Conaway 1-19H,7165,Conaway - Tank 1,1,400.37856,1.668244,19,025N,057E,RICHLAND
"Continental Resources, Inc.",2508322937,-104.41028,47.8972,210843,Conaway 1-19H,7166,Conaway - Tank 2,2,400.37856,1.668244,19,025N,057E,RICHLAND
"Continental Resources, Inc.",2508322937,-104.41028,47.8972,210843,Conaway 1-19H,7167,Conaway - Tank 3,3,400.37856,1.668244,19,025N,057E,RICHLAND
"Continental Resources, Inc.",3310502444,-103.10963,48.54703,210853,Lindseth 1-32AH,7090,Lindseth - Tank 1,1,400.37856,1.668244,32,159N,096W,WILLIAMS
"Continental Resources, Inc.",3310502444,-103.10963,48.54703,210853,Lindseth 1-32AH,7091,Lindseth - Tank 2,2,400.37856,1.668244,32,159N,096W,WILLIAMS
"Continental Resources, Inc.",3310502444,-103.10963,48.54703,210853,Lindseth 1-32AH,7092,Lindseth - Tank 3,3,400.37856,1.668244,32,159N,096W,WILLIAMS
"Continental Resources, Inc.",3300701722,-103.13014,46.98129,210895,Elizabeth Ann 1-32H,7328,Elizabeth Ann - Tank 1,1,400.37856,1.668244,32,141N,098W,BILLINGS
"Continental Resources, Inc.",3300701722,-103.13014,46.98129,210895,Elizabeth Ann 1-32H,7330,Elizabeth Ann - Tank 2,2,400.37856,1.668244,32,141N,098W,BILLINGS
"Continental Resources, Inc.",3300701722,-103.13014,46.98129,210895,Elizabeth Ann 1-32H,7331,Elizabeth Ann - Tank 3,3,400.37856,1.668244,32,141N,098W,BILLINGS
"Continental Resources, Inc.",3300701726,-103.2567132,47.0366636,210896,Odessa 1-17H,7258,Odessa - Tank 1,1,400.37856,1.668244,17,141N,099W,BILLINGS
"Continental Resources, Inc.",3300701726,-103.2567132,47.0366636,210896,Odessa 1-17H,7259,Odessa - Tank 2,2,400.37856,1.668244,17,141N,099W,BILLINGS
"Continental Resources, Inc.",3300701726,-103.2567132,47.0366636,210896,Odessa 1-17H,7260,Odessa - Tank 3,3,400.37856,1.668244,17,141N,099W,BILLINGS
"Continental Resources, Inc.",3305303903,-103.2256974,47.7590365,210901,Brooks 1-4H,7076,Brooks - Tank 1,1,400.37856,1.668244,4,149N,098W,MC KENZIE
"Continental Resources, Inc.",3305303903,-103.2256974,47.7590365,210901,Brooks 1-4H,7077,Brooks - Tank 2,2,400.37856,1.668244,4,149N,098W,MC KENZIE
"Continental Resources, Inc.",3305303903,-103.2256974,47.7590365,210901,Brooks 1-4H,7078,Brooks - Tank 3,3,400.37856,1.668244,4,149N,098W,MC KENZIE
"Continental Resources, Inc.",3300701721,-103.1522916,46.9812329,210903,Epsom 1-31H,6909,Epsom - Tank 1,1,400.37856,1.668244,31,141N,098W,BILLINGS
"Continental Resources, Inc.",3300701721,-103.1522916,46.9812329,210903,Epsom 1-31H,6910,Epsom - Tank 2,2,400.37856,1.668244,31,141N,098W,BILLINGS
"Continental Resources, Inc.",3300701721,-103.1522916,46.9812329,210903,Epsom 1-31H,6911,Epsom - Tank 3,3,400.37856,1.668244,31,141N,098W,BILLINGS
"Continental Resources, Inc.",3305303872,-103.1345974,47.4983517,212007,Pojorlie 21-2-1H,7143,Pojorlie - Tank 1,1,400.37856,1.668244,2,146N,098W,MC KENZIE
"Continental Resources, Inc.",3305303872,-103.1345974,47.4983517,212007,Pojorlie 21-2-1H,7144,Pojorlie - Tank 2,2,400.37856,1.668244,2,146N,098W,MC KENZIE
"Continental Resources, Inc.",3305303872,-103.1345974,47.4983517,212007,Pojorlie 21-2-1H,7145,Pojorlie - Tank 3,3,400.37856,1.668244,2,146N,098W,MC KENZIE
"Continental Resources, Inc.",3310502525,-103.39905,48.4022972,212038,Colfax 1X-19H,6869,Colfax - Tank 1,1,400.37856,1.668244,19,157N, 98W,WILLIAMS
"Continental Resources, Inc.",3310502525,-103.39905,48.4022972,212038,Colfax 1X-19H,6870,Colfax - Tank 2,2,400.37856,1.668244,19,157N, 98W,WILLIAMS
"Continental Resources, Inc.",3310502525,-103.39905,48.4022972,212038,Colfax 1X-19H,6871,Colfax - Tank 3,3,400.37856,1.668244,19,157N, 98W,WILLIAMS
"Continental Resources, Inc.",3310502439,-103.5505441,48.1120301,212059,Bratlien 154-100-33-28-1H,7133,Bratlien 154-1H - Tank 1,1,400.37856,1.668244,33,154N,100W,WILLIAMS
"Continental Resources, Inc.",3310502439,-103.5505441,48.1120301,212059,Bratlien 154-100-33-28-1H,7134,Bratlien 154-1H - Tank 2,2,400.37856,1.668244,33,154N,100W,WILLIAMS
"Continental Resources, Inc.",3310502439,-103.5505441,48.1120301,212059,Bratlien 154-100-33-28-1H,7135,Bratlien 154-1H - Tank 3,3,400.37856,1.668244,33,154N,100W,WILLIAMS
"Continental Resources, Inc.",3310501937,-103.4388333,48.2564805,212060,Lila 1-8H,6904,1-H Lila - Tank 1,1,400.37856,1.668244,8,155N,099W,WILLIAMS
"Continental Resources, Inc.",3310501937,-103.4388333,48.2564805,212060,Lila 1-8H,6905,1-H Lila - Tank 2,2,400.37856,1.668244,8,155N,099W,WILLIAMS
"Continental Resources, Inc.",3310501937,-103.4388333,48.2564805,212060,Lila 1-8H,6906,1-H Lila - Tank 3,3,400.37856,1.668244,8,155N,099W,WILLIAMS
"Continental Resources, Inc.",3310502261,-103.4615,48.2836722,212061,Sodbuster 155-99-6-7-1H,6874,Sodbuster - Tank 1,1,400.37856,1.668244,6,155N,099W,WILLIAMS
"Continental Resources, Inc.",3310502261,-103.4615,48.2836722,212061,Sodbuster 155-99-6-7-1H,6876,Sodbuster - Tank 2,2,400.37856,1.668244,6,155N,099W,WILLIAMS
"Continental Resources, Inc.",3310502261,-103.4615,48.2836722,212061,Sodbuster 155-99-6-7-1H,6877,Sodbuster - Tank 3,3,400.37856,1.668244,6,155N,099W,WILLIAMS
"Continental Resources, Inc.",3310502234,-103.4703903,48.2563752,212062,Chrome 155-99-18-19-1H,6924,Chrome - Tank 1,1,400.37856,1.668244,18,155N,099W,WILLIAMS
"Continental Resources, Inc.",3310502234,-103.4703903,48.2563752,212062,Chrome 155-99-18-19-1H,6925,Chrome - Tank 2,2,400.37856,1.668244,18,155N,099W,WILLIAMS
"Continental Resources, Inc.",3310502234,-103.4703903,48.2563752,212062,Chrome 155-99-18-19-1H,6926,Chrome - Tank 3,3,400.37856,1.668244,18,155N,099W,WILLIAMS
"Continental Resources, Inc.",3310501938,-103.4391417,48.2564805,212063,Hunter 1-8H,6894,1-H Hunter - Tank 1,1,400.37856,1.668244,17,155N,099W,WILLIAMS
"Continental Resources, Inc.",3310501938,-103.4391417,48.2564805,212063,Hunter 1-8H,6895,1-H Hunter - Tank 2,2,400.37856,1.668244,17,155N,099W,WILLIAMS
"Continental Resources, Inc.",3310501938,-103.4391417,48.2564805,212063,Hunter 1-8H,6896,1-H Hunter - Tank 3,3,400.37856,1.668244,17,155N,099W,WILLIAMS
"Continental Resources, Inc.",3310502221,-103.3849639,48.3127361,212064,Vandeberg 1-26H,7002,Vandeberg - Tank 1,1,400.37856,1.668244,26,156N,099W,WILLIAMS
"Continental Resources, Inc.",3310502221,-103.3849639,48.3127361,212064,Vandeberg 1-26H,7003,Vandeberg - Tank 2,2,400.37856,1.668244,26,156N,099W,WILLIAMS
"Continental Resources, Inc.",3310502221,-103.3849639,48.3127361,212064,Vandeberg 1-26H,7004,Vandeberg - Tank 3,3,400.37856,1.668244,26,156N,099W,WILLIAMS
"Continental Resources, Inc.",3310501860,-103.3938083,48.3719694,212065,Osmond 1-3H,6967,1-H Osmond - Tank 1,1,400.37856,1.668244,3,156N,099W,WILLIAMS
"Continental Resources, Inc.",3310501860,-103.3938083,48.3719694,212065,Osmond 1-3H,6968,1-H Osmond - Tank 2,2,400.37856,1.668244,3,156N,099W,WILLIAMS
"Continental Resources, Inc.",3310501860,-103.3938083,48.3719694,212065,Osmond 1-3H,6969,1-H Osmond - Tank 3,3,400.37856,1.668244,3,156N,099W,WILLIAMS
"Continental Resources, Inc.",3310501032,-103.5361482,48.1284255,212068,Bratlien 5 14-27,6711,Bratlien 5 14-27 - Tank 1,1,512.14,2.133916667,27,154N,100W,WILLIAMS
"Continental Resources, Inc.",3310501032,-103.5361482,48.1284255,212068,Bratlien 5 14-27,6712,Bratlien 5 14-27 - Tank 2,2,512.33,2.134708333,27,154N,100W,WILLIAMS
"Continental Resources, Inc.",3310501434,-103.5369534,48.1169541,212069,Bratlien 13-34,6700,Bratlien 13-34 - Tank 1,1,500,2.083333333,34,154N,100W,WILLIAMS
"Continental Resources, Inc.",3310501049,-103.5584209,48.13393,212070,Burdick 1 12-28,6715,Burdick 1 12-28 - Tank 1,1,500,2.083333333,28,154N,100W,WILLIAMS
"Continental Resources, Inc.",3310501049,-103.5584209,48.13393,212070,Burdick 1 12-28,6716,Burdick 1 12-28 - Tank 2,2,500,2.083333333,28,154N,100W,WILLIAMS
"Continental Resources, Inc.",3310501050,-103.5745147,48.1421129,212071,Burdick 3 24-20,6719,Burdick 3 24-20 - Tank 1,1,512.62,2.135916667,20,154N,100W,WILLIAMS
"Continental Resources, Inc.",3310501050,-103.5745147,48.1421129,212071,Burdick 3 24-20,6720,Burdick 3 24-20 - Tank 2,2,512.28,2.1345,20,154N,100W,WILLIAMS
"Continental Resources, Inc.",3310501431,-103.8648194,48.1923138,212073,Jackson 1-35H,6693,Jackson 1-35 - Tank 1,1,400.37856,1.668244,35,154N,100W,WILLIAMS
"Continental Resources, Inc.",3310502034,-103.3830333,48.3142027,212075,Breitling 1-23H,6743,Breitling 1-23 - Tank 1,1,400.37856,1.668244,23,156N,099W,WILLIAMS
"Continental Resources, Inc.",3310502034,-103.3830333,48.3142027,212075,Breitling 1-23H,6744,Breitling 1-23 - Tank 2,2,400.37856,1.668244,23,156N,099W,WILLIAMS
"Continental Resources, Inc.",3310502034,-103.3830333,48.3142027,212075,Breitling 1-23H,6745,Breitling 1-23 - Tank 3,3,400.37856,1.668244,23,156N,099W,WILLIAMS
"Continental Resources, Inc.",3310501885,-103.4155528,48.3143722,212078,Manolo 1-21H,6728,1-H Manolo 21-16 - Tank 1,1,400.37856,1.668244,21,156N,099W,WILLIAMS
"Continental Resources, Inc.",3310501885,-103.4155528,48.3143722,212078,Manolo 1-21H,6729,1-H Manolo 21-16 - Tank 2,2,400.37856,1.668244,21,156N,099W,WILLIAMS
"Continental Resources, Inc.",3310501885,-103.4155528,48.3143722,212078,Manolo 1-21H,6730,1-H Manolo 21-16 - Tank 3,3,400.37856,1.668244,21,156N,099W,WILLIAMS
"Continental Resources, Inc.",3310501012,-103.5416412,48.123599,212081,Bratlien 1 41-33,6707,Bratlien 1 41-33 - Tank 1,1,500,2.083333333,33,154N,100W,WILLIAMS
"Continental Resources, Inc.",3310501012,-103.5416412,48.123599,212081,Bratlien 1 41-33,6708,Bratlien 1 41-33 - Tank 2,2,500,2.083333333,33,154N,100W,WILLIAMS
"Continental Resources, Inc.",3310501029,-103.5524219,48.1199649,212082,Bratlien 2 22-33,6703,Bratlien 2 22-33 - Tank 1,1,500,2.083333333,33,154N,100W,WILLIAMS
"Continental Resources, Inc.",3310501029,-103.5524219,48.1199649,212082,Bratlien 2 22-33,6704,Bratlien 2 22-33 - Tank 2,2,500,2.083333333,33,154N,100W,WILLIAMS
"Continental Resources, Inc.",3310501073,-103.5520237,48.1142732,212083,Bratlien 4 24-33,6696,Bratlien 4 24-33 - Tank 1,1,500,2.083333333,33,154N,100W,WILLIAMS
"Continental Resources, Inc.",3310501073,-103.5520237,48.1142732,212083,Bratlien 4 24-33,6697,Bratlien 4 24-33 - Tank 2,2,500,2.083333333,33,154N,100W,WILLIAMS
"Continental Resources, Inc.",3310502268,-103.4602861,48.3143444,212084,Irgens Rexall 156-99-19-18-1H,7061,Irgens Rexall - Tank 1,1,400.37856,1.668244,19,156N,099W,WILLIAMS
"Continental Resources, Inc.",3310502268,-103.4602861,48.3143444,212084,Irgens Rexall 156-99-19-18-1H,7062,Irgens Rexall - Tank 2,2,400.37856,1.668244,19,156N,099W,WILLIAMS
"Continental Resources, Inc.",3310502268,-103.4602861,48.3143444,212084,Irgens Rexall 156-99-19-18-1H,7063,Irgens Rexall - Tank 3,3,400.37856,1.668244,19,156N,099W,WILLIAMS
"Continental Resources, Inc.",3310501847,-103.4372361,48.31415,212085,1-H Chloe 20-17,7175,1-H Chloe - Tank 1,1,400.37856,1.668244,20,156N,099W,WILLIAMS
"Continental Resources, Inc.",3310501847,-103.4372361,48.31415,212085,1-H Chloe 20-17,7176,1-H Chloe - Tank 2,2,400.37856,1.668244,20,156N,099W,WILLIAMS
"Continental Resources, Inc.",3310501847,-103.4372361,48.31415,212085,1-H Chloe 20-17,7177,1-H Chloe - Tank 3,3,400.37856,1.668244,20,156N,099W,WILLIAMS
"Continental Resources, Inc.",3310502213,-103.3780944,48.3718083,212086,Christopherson 156-99-2-11-1H,7218,Christopherson 156 - Tank 1,1,400.37856,1.668244,2,156N,099W,WILLIAMS
"Continental Resources, Inc.",3310502213,-103.3780944,48.3718083,212086,Christopherson 156-99-2-11-1H,7219,Christopherson 156 - Tank 2,2,400.37856,1.668244,2,156N,099W,WILLIAMS
"Continental Resources, Inc.",3310502213,-103.3780944,48.3718083,212086,Christopherson 156-99-2-11-1H,7220,Christopherson 156 - Tank 3,3,400.37856,1.668244,2,156N,099W,WILLIAMS
"Continental Resources, Inc.",3310502599,-103.37997,48.25492,212093,Sefolosha 1-14H,7373,Sefolosha - Tank 1,1,400.37856,1.668244,23,155N,099W,WILLIAMS
"Continental Resources, Inc.",3310502599,-103.37997,48.25492,212093,Sefolosha 1-14H,7374,Sefolosha - Tank 2,2,400.37856,1.668244,23,155N,099W,WILLIAMS
"Continental Resources, Inc.",3310502599,-103.37997,48.25492,212093,Sefolosha 1-14H,7375,Sefolosha - Tank 3,3,400.37856,1.668244,23,155N,099W,WILLIAMS
"Continental Resources, Inc.",3305304043,-103.0539428,48.0227172,212133,Randolph 1-2H,7185,Randolph - Tank 1,1,400.37856,1.668244,2,152N,097W,MC KENZIE
"Continental Resources, Inc.",3305304043,-103.0539428,48.0227172,212133,Randolph 1-2H,7186,Randolph - Tank 2,2,400.37856,1.668244,2,152N,097W,MC KENZIE
"Continental Resources, Inc.",3305304043,-103.0539428,48.0227172,212133,Randolph 1-2H,7187,Randolph - Tank 3,3,400.37856,1.668244,2,152N,097W,MC KENZIE
"Continental Resources, Inc.",2509121638,-104.28675,48.97129,216380,Joyes 43-11,1627,Joyes - 50738,1,400.37856,1.668244,11,037N,056E,SHERIDAN
"Continental Resources, Inc.",2509121638,-104.28675,48.97129,216380,Joyes 43-11,1628,Joyes - 50739,2,400.37856,1.668244,11,037N,056E,SHERIDAN
"Continental Resources, Inc.",2509121641,-104.30187,48.96318,216410,Neste Meyer 1-14,1631,Neste - 6887,1,512.79423,2.136642625,14,037N,056E,SHERIDAN
"Continental Resources, Inc.",2509121641,-104.30187,48.96318,216410,Neste Meyer 1-14,1632,Neste - 6888,2,512.79423,2.136642625,14,037N,056E,SHERIDAN
"Continental Resources, Inc.",3302300285,-103.71421,48.90689,285000,Halvorson 31-5,1637,Halverson - 2441,1,404.71751,1.686322958,31,163N,100W,DIVIDE
"Continental Resources, Inc.",3302300285,-103.71421,48.90689,285000,Halvorson 31-5,1636,Halverson - 2442,2,404.66346,1.68609775,31,163N,100W,DIVIDE
"Continental Resources, Inc.",3302500611,-102.8632142,47.5321276,806340,Brandvik 14-24H,2697,Brandvik - 40666,1,404.75,1.686458333,24,147N,096W,DUNN
"Continental Resources, Inc.",3302500611,-102.8632142,47.5321276,806340,Brandvik 14-24H,2696,Brandvik - 40667,2,405.02,1.687583333,24,147N,096W,DUNN
"Continental Resources, Inc.",3302500611,-102.8632142,47.5321276,806340,Brandvik 14-24H,2695,Brandvik - 40668,3,404.87,1.686958333,24,147N,096W,DUNN
