Owner,API #,Longitude,Latitude,Property #,Lease / Well Name,Tank MID,Tank Name,Tank Nbr,Tank Size,BBLS Per Inch,SEC,TWP,RNG,COUNTY
"Continental Resources, Inc.",2508321270,-104.32836,47.60448,200210,Sorenson 14-6H,1065,Sorenson - 247983,1,405.56,1.675867769,6,021N,058E,RICHLAND
"Continental Resources, Inc.",2508321270,-104.32836,47.60448,200210,Sorenson 14-6H,1066,Sorenson - 247984,2,402.4,1.676666667,6,021N,058E,RICHLAND
"Continental Resources, Inc.",3310500776,-103.574309,48.217583,201390,Rolfstad 1,1096,Rolfstad - 54825-1,1,403.02,1.67925,29,155N,100W,WILLIAMS
"Continental Resources, Inc.",3310500776,-103.574309,48.217583,201390,Rolfstad 1,1097,Rolfstad - 54825-2 ,2,402.99,1.679125,29,155N,100W,WILLIAMS
"Continental Resources, Inc.",3300701484,-103.39981,46.99628,202140,Thompson 1-30H,1850,Thompson - 11111 ,1,404.21,1.684208333,30,141N,100W,BILLINGS
"Continental Resources, Inc.",3300701484,-103.39981,46.99628,202140,Thompson 1-30H,1851,Thompson - 22222,2,404.29,1.684541667,30,141N,100W,BILLINGS
"Continental Resources, Inc.",3300701488,-103.37846,46.99596,202280,Butte 1-29H,1847,Butte - 36742 ,1,404.79,1.686625,29,141N,100W,BILLINGS
"Continental Resources, Inc.",3300701488,-103.37846,46.99596,202280,Butte 1-29H,1848,Butte - 36743 ,2,404.79,1.686625,29,141N,100W,BILLINGS
"Continental Resources, Inc.",3300701489,-103.37473,46.99271,202290,Diamond Federal A 1-32H,1844,Diam Fed A - 36744 ,1,404.8,1.686666667,32,141N,100W,BILLINGS
"Continental Resources, Inc.",3300701489,-103.37473,46.99271,202290,Diamond Federal A 1-32H,1845,Diam Fed A - 36745,2,404.61,1.685875,32,141N,100W,BILLINGS
"Continental Resources, Inc.",3300701492,-103.48587,46.90274,202430,Michelle 41-36H,1841,Michelle - 40102,1,400.37856,1.668244,36,140N,102W,BILLINGS
"Continental Resources, Inc.",3300701492,-103.48587,46.90274,202430,Michelle 41-36H,1842,Michelle - 40103,2,404.43,1.685125,36,140N,102W,BILLINGS
"Continental Resources, Inc.",3300701491,-103.50876,46.82172,203010,Platinum State 43-26H,1838,36746 - Platinum State,1,404.5,1.685416667,26,139N,102W,BILLINGS
"Continental Resources, Inc.",3300701491,-103.50876,46.82172,203010,Platinum State 43-26H,1839,36747 - Platinum State,2,404.63,1.685958333,26,139N,102W,BILLINGS
"Continental Resources, Inc.",2508322048,-104.65081,47.88294,203530,Fink Farms 1-29H,903,Fink Farms - 40403,1,402.91,1.678791667,29,025N,055E,RICHLAND
"Continental Resources, Inc.",2508322048,-104.65081,47.88294,203530,Fink Farms 1-29H,904,Fink Farms - 40402,2,402.81,1.678375,29,025N,055E,RICHLAND
"Continental Resources, Inc.",2508322048,-104.65081,47.88294,203530,Fink Farms 1-29H,905,Fink Farms - 40401,3,403.18,1.679916667,29,025N,055E,RICHLAND
"Continental Resources, Inc.",2508322048,-104.65081,47.88294,203530,Fink Farms 1-29H,906,Fink Farms - 40400,4,403.24,1.680166667,29,025N,055E,RICHLAND
"Continental Resources, Inc.",3302300186,-103.03043,48.76578,203630,Robert Heuer 1-17R,1095,Heuer - 40201,1,403.97308,1.683221167,17,161N,095W,DIVIDE
"Continental Resources, Inc.",3302300186,-103.03043,48.76578,203630,Robert Heuer 1-17R,1098,Heuer - 40202,2,403.97,1.683208333,17,161N,095W,DIVIDE
"Continental Resources, Inc.",3302300186,-103.03043,48.76578,203630,Robert Heuer 1-17R,1085,Heuer - 40203,3,404.16,1.684,17,161N,095W,DIVIDE
"Continental Resources, Inc.",2508322237,-104.62988,47.86861,204330,Boles 1-33H,852,Boles - 6524,1,400.9,1.670416667,33,025N,055E,RICHLAND
"Continental Resources, Inc.",2508322237,-104.62988,47.86861,204330,Boles 1-33H,854,Boles - 6525,2,400.85,1.670208333,33,025N,055E,RICHLAND
"Continental Resources, Inc.",2508322237,-104.62988,47.86861,204330,Boles 1-33H,856,Boles - 6526,3,400.8,1.67,33,025N,055E,RICHLAND
"Continental Resources, Inc.",2508322237,-104.62988,47.86861,204330,Boles 1-33H,857,Boles - 6527,4,400.69,1.669541667,33,025N,055E,RICHLAND
"Continental Resources, Inc.",3308900569,-102.95668,46.96439,204360,Eleanore 1-5,1088,Eleanore - 40122,1,404.59008,1.685792,5,140N,097W,STARK
"Continental Resources, Inc.",3308900569,-102.95668,46.96439,204360,Eleanore 1-5,1087,Eleanore - 40123,2,404.17831,1.684076292,5,140N,097W,STARK
"Continental Resources, Inc.",3302300537,-103.0088256,48.6920353,204500,Viola 1-7H,3947,Viola - Tank 1 (45327),1,404.5,1.685416667,7,160N,095W,DIVIDE
"Continental Resources, Inc.",3302300537,-103.0088256,48.6920353,204500,Viola 1-7H,3948,Viola - Tank 2 (45336),2,404.5,1.685416667,7,160N,095W,DIVIDE
"Continental Resources, Inc.",3302300537,-103.0088256,48.6920353,204500,Viola 1-7H,3949,Viola - Tank 3 (45315),3,404.56,1.685666667,7,160N,095W,DIVIDE
"Continental Resources, Inc.",3302300467,-102.9551037,48.6759631,204520,Skar 1-21H,3093,Skar - Tank 1,1,404.35,1.684791667,21,160N,095W,DIVIDE
"Continental Resources, Inc.",3302300467,-102.9551037,48.6759631,204520,Skar 1-21H,3094,Skar - Tank 2,2,404.24,1.684333333,21,160N,095W,DIVIDE
"Continental Resources, Inc.",3302300467,-102.9551037,48.6759631,204520,Skar 1-21H,3095,Skar - Tank 3,3,404.24,1.684333333,21,160N,095W,DIVIDE
"Continental Resources, Inc.",2508322202,-104.58671,47.88171,204570,Big Sky 1-35H,858,Big Sky - 6499,1,404.59,1.685791667,35,025N,055E,RICHLAND
"Continental Resources, Inc.",2508322202,-104.58671,47.88171,204570,Big Sky 1-35H,859,Big Sky - 6498,2,404.65,1.686041667,35,025N,055E,RICHLAND
"Continental Resources, Inc.",2508322202,-104.58671,47.88171,204570,Big Sky 1-35H,860,Big Sky - 6497,3,404.59,1.685791667,35,025N,055E,RICHLAND
"Continental Resources, Inc.",2508322202,-104.58671,47.88171,204570,Big Sky 1-35H,861,Big Sky - 6496,4,404.54,1.685583333,35,025N,055E,RICHLAND
"Continental Resources, Inc.",2508322236,-104.65051,47.91171,204580,David 1-17H,891,David - 6561,1,400.7,1.669583333,17,025N,055E,RICHLAND
"Continental Resources, Inc.",2508322236,-104.65051,47.91171,204580,David 1-17H,892,David - 6562,2,400.42,1.668416667,17,025N,055E,RICHLAND
"Continental Resources, Inc.",2508322236,-104.65051,47.91171,204580,David 1-17H,893,David - 6563,3,400.62,1.66925,17,025N,055E,RICHLAND
"Continental Resources, Inc.",2508322236,-104.65051,47.91171,204580,David 1-17H,894,David - 6564,4,400.59,1.669125,17,025N,055E,RICHLAND
"Continental Resources, Inc.",2508322236,-104.65051,47.91171,204580,David 1-17H,5481,David - 6733,5,400.66,1.669416667,17,025N,055E,RICHLAND
"Continental Resources, Inc.",2508322209,-104.60619,47.89708,204600,Rognas 1-22H,1044,Rognas - 6666,1,404.34,1.68475,22,025N,055E,RICHLAND
"Continental Resources, Inc.",2508322209,-104.60619,47.89708,204600,Rognas 1-22H,1045,Rognas - 6667,2,404.44,1.685166667,22,025N,055E,RICHLAND
"Continental Resources, Inc.",2508322209,-104.60619,47.89708,204600,Rognas 1-22H,1046,Rognas - 6668,3,404.44,1.685166667,22,025N,055E,RICHLAND
"Continental Resources, Inc.",2508322209,-104.60619,47.89708,204600,Rognas 1-22H,1047,Rognas - 6669,4,404.39,1.684958333,22,025N,055E,RICHLAND
"Continental Resources, Inc.",2508322093,-104.67226,47.9103,204690,Helen 1-19H,925,Helen - 6552,1,400.31,1.667958333,19,025N,055E,RICHLAND
"Continental Resources, Inc.",2508322093,-104.67226,47.9103,204690,Helen 1-19H,926,Helen - 6551,2,400.27,1.667791667,19,025N,055E,RICHLAND
"Continental Resources, Inc.",2508322093,-104.67226,47.9103,204690,Helen 1-19H,927,Helen - 6550,3,400.54,1.668916667,19,025N,055E,RICHLAND
"Continental Resources, Inc.",2508322093,-104.67226,47.9103,204690,Helen 1-19H,928,Helen - 6549,4,400.42,1.668416667,19,025N,055E,RICHLAND
"Continental Resources, Inc.",2508322360,-104.60819,47.92524,205110,Katherine 1-15H,1612,Katherine - 6694,1,404.29899,1.684579125,15,025N,055E,RICHLAND
"Continental Resources, Inc.",2508322360,-104.60819,47.92524,205110,Katherine 1-15H,1613,Katherine - 6693,2,404.35013,1.684792208,15,025N,055E,RICHLAND
"Continental Resources, Inc.",2508322360,-104.60819,47.92524,205110,Katherine 1-15H,1614,Katherine - 6692 ,3,404.40725,1.685030208,15,025N,055E,RICHLAND
"Continental Resources, Inc.",2508322360,-104.60819,47.92524,205110,Katherine 1-15H,1615,Katherine - 6691,4,404.40725,1.685030208,15,025N,055E,RICHLAND
"Continental Resources, Inc.",2508322367,-104.6786548,47.9380373,205210,Elm 1-12H,2311,Elm 1-12H - 6759,1,404.57,1.685708333,12,025N,054E,RICHLAND
"Continental Resources, Inc.",2508322367,-104.6786548,47.9380373,205210,Elm 1-12H,2312,Elm 1-12H - 6760,2,404.46,1.68525,12,025N,054E,RICHLAND
"Continental Resources, Inc.",2508322367,-104.6786548,47.9380373,205210,Elm 1-12H,2313,Elm 1-12H - 6761,3,400.79,1.669958333,12,025N,054E,RICHLAND
"Continental Resources, Inc.",2508322367,-104.6786548,47.9380373,205210,Elm 1-12H,2314,Elm 1-12H - 6762,4,404.46,1.68525,12,025N,054E,RICHLAND
"Continental Resources, Inc.",2508322899,-104.6130504,47.9411375,205220,Jane 1-4H,6448,Jane - Tank 1,1,400.37856,1.668244,4,025N,055E,RICHLAND
"Continental Resources, Inc.",2508322899,-104.6130504,47.9411375,205220,Jane 1-4H,6449,Jane - Tank 2,2,400.37856,1.668244,4,025N,055E,RICHLAND
"Continental Resources, Inc.",2508322899,-104.6130504,47.9411375,205220,Jane 1-4H,6450,Jane - Tank 3,3,400.37856,1.668244,4,025N,055E,RICHLAND
"Continental Resources, Inc.",2508323402,-104.7367614,47.9683349,205230,Sonja 1-34H,2614,Sonja - 40956,1,403.96,1.686680585,34,026N,054E,RICHLAND
"Continental Resources, Inc.",2508323402,-104.7367614,47.9683349,205230,Sonja 1-34H,2615,Sonja - 40957,2,403.75,1.685803758,34,026N,054E,RICHLAND
"Continental Resources, Inc.",2508323402,-104.7367614,47.9683349,205230,Sonja 1-34H,2616,Sonja - 40958,3,403.86,1.686263048,34,026N,054E,RICHLAND
"Continental Resources, Inc.",2508323402,-104.7367614,47.9683349,205230,Sonja 1-34H,2617,Sonja - 40959,4,403.87,1.686304802,34,026N,054E,RICHLAND
"Continental Resources, Inc.",2508322400,-104.6362641,47.9378359,205270,Tammy 1-8H,2415,Tammy - 6775,1,404.46,1.68525,8,025N,055E,RICHLAND
"Continental Resources, Inc.",2508322400,-104.6362641,47.9378359,205270,Tammy 1-8H,2414,Tammy - 6774,2,400.85,1.670208333,8,025N,055E,RICHLAND
"Continental Resources, Inc.",2508322400,-104.6362641,47.9378359,205270,Tammy 1-8H,2413,Tammy - Tank 2 (6773),3,404.52,1.6855,8,025N,055E,RICHLAND
"Continental Resources, Inc.",3300701526,-103.3955435,46.9920905,205310,Diamond Federal C  1-31H,2363,Diam Fed C - 40626,1,404.52,1.6855,31,141N,100W,BILLINGS
"Continental Resources, Inc.",3300701526,-103.3955435,46.9920905,205310,Diamond Federal C  1-31H,2364,Diam Fed C - 40627,2,404.50316,1.685429833,31,141N,100W,BILLINGS
"Continental Resources, Inc.",3300701526,-103.3955435,46.9920905,205310,Diamond Federal C  1-31H,2365,Diam Fed C - 40628,3,404.45,1.685208333,31,141N,100W,BILLINGS
"Continental Resources, Inc.",2508322326,-104.78013,48.02757,205440,Millicent 1-5H,1006,Millicent - 6676,1,404.4,1.685,5,026N,054E,RICHLAND
"Continental Resources, Inc.",2508322326,-104.78013,48.02757,205440,Millicent 1-5H,1007,Millicent - 6675,2,404.35,1.684791667,5,026N,054E,RICHLAND
"Continental Resources, Inc.",2508322326,-104.78013,48.02757,205440,Millicent 1-5H,1008,Millicent - 6674,3,400.58,1.669083333,5,026N,054E,RICHLAND
"Continental Resources, Inc.",2508322326,-104.78013,48.02757,205440,Millicent 1-5H,1009,Millicent - 6673,4,400.64,1.669333333,5,026N,054E,RICHLAND
"Continental Resources, Inc.",2508322395,-104.61473,47.8974,205450,Barbara 1-21,1858,Barbara 1-21H - 6730 ,1,400.53,1.668875,21,025N,055E,RICHLAND
"Continental Resources, Inc.",2508322395,-104.61473,47.8974,205450,Barbara 1-21,1859,Barbara 1-21H - 6731 ,2,400.68876,1.6695365,21,025N,055E,RICHLAND
"Continental Resources, Inc.",2508322395,-104.61473,47.8974,205450,Barbara 1-21,1860,Barbara 1-21H - 6732 ,3,400.64,1.669333333,21,025N,055E,RICHLAND
"Continental Resources, Inc.",2508322889,-104.7042783,48.0119504,205470,Harold 1-14H,6298,Harold 1-14H - Tank 1,1,405.19511,1.688312958,23,026N,054E,RICHLAND
"Continental Resources, Inc.",2508322889,-104.7042783,48.0119504,205470,Harold 1-14H,6299,Harold 1-14H - Tank 2,2,404.93115,1.687213125,23,026N,054E,RICHLAND
"Continental Resources, Inc.",2508322889,-104.7042783,48.0119504,205470,Harold 1-14H,6300,Harold 1-14H - Tank 3,3,404.98417,1.687434042,23,026N,054E,RICHLAND
"Continental Resources, Inc.",2508322322,-104.72192,47.99417,205490,Nola 1-22H,1024,Nola - 6633,1,404.29,1.684541667,22,026N,054E,RICHLAND
"Continental Resources, Inc.",2508322322,-104.72192,47.99417,205490,Nola 1-22H,1025,Nola - 6632,2,404.24,1.684333333,22,026N,054E,RICHLAND
"Continental Resources, Inc.",2508322322,-104.72192,47.99417,205490,Nola 1-22H,1026,Nola - 6631,3,405.23,1.684948025,22,026N,054E,RICHLAND
"Continental Resources, Inc.",2508322322,-104.72192,47.99417,205490,Nola 1-22H,1027,Nola - 6630,4,404.4,1.685,22,026N,054E,RICHLAND
"Continental Resources, Inc.",2508322401,-104.5866472,47.9105539,205520,Thelma 1-23,2258,Thelma - 6758,1,404.6,1.685833333,23,025N,055E,RICHLAND
"Continental Resources, Inc.",2508322401,-104.5866472,47.9105539,205520,Thelma 1-23,2259,Thelma - 6757,2,404.66,1.686083333,23,025N,055E,RICHLAND
"Continental Resources, Inc.",2508322401,-104.5866472,47.9105539,205520,Thelma 1-23,2260,Thelma - 6756,3,404.6,1.685833333,23,025N,055E,RICHLAND
"Continental Resources, Inc.",2508322401,-104.5866472,47.9105539,205520,Thelma 1-23,2261,Thelma - 6755,4,404.6,1.685833333,23,025N,055E,RICHLAND
"Continental Resources, Inc.",2508322699,-104.4850128,47.8614967,205660,Rachel 1-12H,2785,Rachel - Tank 1,1,404.9,1.687083333,12,024N,056E,RICHLAND
"Continental Resources, Inc.",2508322699,-104.4850128,47.8614967,205660,Rachel 1-12H,2786,Rachel - Tank 2,2,404.84,1.686833333,12,024N,056E,RICHLAND
"Continental Resources, Inc.",2508322699,-104.4850128,47.8614967,205660,Rachel 1-12H,2787,Rachel - Tank 3,3,405,1.6875,12,024N,056E,RICHLAND
"Continental Resources, Inc.",2508322699,-104.4850128,47.8614967,205660,Rachel 1-12H,2788,Rachel - Tank 4,4,404.9,1.687083333,12,024N,056E,RICHLAND
"Continental Resources, Inc.",2508322449,-104.6128281,47.8706265,206170,Johnson 1-33 SWD,3922,Johnson SWD - Tank 1,1,404.43,1.685125,33,025N,055E,RICHLAND
"Continental Resources, Inc.",2508322449,-104.6128281,47.8706265,206170,Johnson 1-33 SWD,3923,Johnson SWD - Tank 2,2,404.48,1.685333333,33,025N,055E,RICHLAND
"Continental Resources, Inc.",3300701546,-103.2146604,47.0511409,206200,Xavier 1-10,1919,Xavier - 40197 ,1,404.49,1.685375,10,141N,099W,BILLINGS
"Continental Resources, Inc.",3300701546,-103.2146604,47.0511409,206200,Xavier 1-10,1918,Xavier - 40198 ,2,404.54,1.685583333,10,141N,099W,BILLINGS
"Continental Resources, Inc.",3300701561,-103.1582885,47.0247336,206210,Gloria 1-18H,2397,Gloria - 40623,1,404.38,1.684916667,18,141N,098W,BILLINGS
"Continental Resources, Inc.",3300701561,-103.1582885,47.0247336,206210,Gloria 1-18H,2398,Gloria - 40624,2,404.41,1.685041667,18,141N,098W,BILLINGS
"Continental Resources, Inc.",3300701561,-103.1582885,47.0247336,206210,Gloria 1-18H,2399,Gloria - 40625,3,404.3806,1.684919167,18,141N,098W,BILLINGS
"Continental Resources, Inc.",3300701553,-103.1993841,47.1404769,206220,Natalie 1-2H,2251,Natalie - 40602,1,404.78,1.686583333,2,142N,099W,BILLINGS
"Continental Resources, Inc.",3300701553,-103.1993841,47.1404769,206220,Natalie 1-2H,2253,Natalie - 40603,2,404.9,1.685327784,2,142N,099W,BILLINGS
"Continental Resources, Inc.",3300701553,-103.1993841,47.1404769,206220,Natalie 1-2H,2254,Natalie - 40604,3,404.89,1.687041667,2,142N,099W,BILLINGS
"Continental Resources, Inc.",2508322495,-104.8088641,47.7745926,206280,Bettsye 1-8H,2464,Bettsye - 6776,1,400.79,1.669958333,8,023N,054E,RICHLAND
"Continental Resources, Inc.",2508322495,-104.8088641,47.7745926,206280,Bettsye 1-8H,2463,Bettsye - 6777,2,404.56,1.685666667,8,023N,054E,RICHLAND
"Continental Resources, Inc.",2508322495,-104.8088641,47.7745926,206280,Bettsye 1-8H,2462,Bettsye - 6778,3,400.95,1.670625,8,023N,054E,RICHLAND
"Continental Resources, Inc.",2508322495,-104.8088641,47.7745926,206280,Bettsye 1-8H,2461,Bettsye - 6779,4,400.85,1.670208333,8,023N,054E,RICHLAND
"Continental Resources, Inc.",3302300492,-102.9599134,48.7777089,206408,Zimmerman 1-13H,2402,Zimmerman - Oil 1,1,404.5,1.685416667,13,161N,095W,DIVIDE
"Continental Resources, Inc.",3302300492,-102.9599134,48.7777089,206408,Zimmerman 1-13H,2403,Zimmerman - Oil 2,2,404.53,1.685541667,13,161N,095W,DIVIDE
"Continental Resources, Inc.",3302300492,-102.9599134,48.7777089,206408,Zimmerman 1-13H,2404,Zimmerman - Oil 3,3,400.37856,1.668244,13,161N,095W,DIVIDE
"Continental Resources, Inc.",3310501570,-102.9712733,48.6032126,206409,Lovedahl 1-16H,2424,Lovedahl - Oil Tank 1,1,404.55165,1.685631875,16,159N,095W,WILLIAMS
"Continental Resources, Inc.",3310501570,-102.9712733,48.6032126,206409,Lovedahl 1-16H,2425,Lovedahl - Oil Tank 2,2,404.60567,1.685856958,16,159N,095W,WILLIAMS
"Continental Resources, Inc.",3310501570,-102.9712733,48.6032126,206409,Lovedahl 1-16H,2426,Lovedahl - Oil Tank 3,3,400.37856,1.668244,16,159N,095W,WILLIAMS
"Continental Resources, Inc.",3302300493,-103.0571641,48.7051559,206410,Fenster 1-11H,2495,Fenster - 40842,1,402.51678,1.670194108,11,160N,096W,DIVIDE
"Continental Resources, Inc.",3302300493,-103.0571641,48.7051559,206410,Fenster 1-11H,2496,Fenster - 40843,2,402.43758,1.669865477,11,160N,096W,DIVIDE
"Continental Resources, Inc.",3310501688,-103.0538718,48.6051859,206411,Hamlet 1-11H,4021,Hamlet - Tank 1,1,404.35,1.684791667,11,159N,096W,WILLIAMS
"Continental Resources, Inc.",3310501688,-103.0538718,48.6051859,206411,Hamlet 1-11H,4022,Hamlet - Tank 2,2,404.35,1.684791667,11,159N,096W,WILLIAMS
"Continental Resources, Inc.",3310501688,-103.0538718,48.6051859,206411,Hamlet 1-11H,4023,Hamlet - Tank 3,3,404.35,1.684791667,11,159N,096W,WILLIAMS
"Continental Resources, Inc.",2508322898,-104.68829,47.98435,206417,Ripley 1-24H,6502,Ripley - Tank 1,1,400.37856,1.668244,13,026N,054E,RICHLAND
"Continental Resources, Inc.",2508322898,-104.68829,47.98435,206417,Ripley 1-24H,6503,Ripley - Tank 2,2,400.37856,1.668244,13,026N,054E,RICHLAND
"Continental Resources, Inc.",2508322898,-104.68829,47.98435,206417,Ripley 1-24H,6504,Ripley - Tank 3,3,400.37856,1.668244,13,026N,054E,RICHLAND
"Continental Resources, Inc.",2508322606,-104.7028619,47.9702268,206418,Newhouse 1-26H,2779,Newhouse - Tank 1,1,407.79,1.685082645,26,026N,054E,RICHLAND
"Continental Resources, Inc.",2508322606,-104.7028619,47.9702268,206418,Newhouse 1-26H,2780,Newhouse - Tank 2,2,405.74,1.683568465,26,026N,054E,RICHLAND
"Continental Resources, Inc.",2508322606,-104.7028619,47.9702268,206418,Newhouse 1-26H,2781,Newhouse - Tank 3,3,406.23,1.68560166,26,026N,054E,RICHLAND
"Continental Resources, Inc.",2508322606,-104.7028619,47.9702268,206418,Newhouse 1-26H,2782,Newhouse - Tank 4,4,406.23,1.68560166,26,026N,054E,RICHLAND
"Continental Resources, Inc.",2508322474,-104.698593,47.9534201,206419,Jean Pierre 1-2H,2391,Jean Pierre - 6768,1,404.56,1.685666667,2,025N,054E,RICHLAND
"Continental Resources, Inc.",2508322474,-104.698593,47.9534201,206419,Jean Pierre 1-2H,2392,Jean Pierre - 6769,2,404.45,1.685208333,2,025N,054E,RICHLAND
"Continental Resources, Inc.",2508322474,-104.698593,47.9534201,206419,Jean Pierre 1-2H,2393,Jean Pierre - 6770,3,400.69,1.669541667,2,025N,054E,RICHLAND
"Continental Resources, Inc.",2508322474,-104.698593,47.9534201,206419,Jean Pierre 1-2H,2394,Jean Pierre - 6771,4,404.5,1.685416667,2,025N,054E,RICHLAND
"Continental Resources, Inc.",2508322706,-104.741615,47.9828389,206420,Duane 1-28H,3789,Duane - Tank 1,1,404.5,1.685416667,28,026N,054E,RICHLAND
"Continental Resources, Inc.",2508322706,-104.741615,47.9828389,206420,Duane 1-28H,3790,Duane - Tank 2,2,404.53,1.685541667,28,026N,054E,RICHLAND
"Continental Resources, Inc.",2508322706,-104.741615,47.9828389,206420,Duane 1-28H,3791,Duane - Tank 3,3,404.53,1.685541667,28,026N,054E,RICHLAND
"Continental Resources, Inc.",2508322706,-104.741615,47.9828389,206420,Duane 1-28H,3792,Duane - Tank 4,4,404.29,1.684541667,28,026N,054E,RICHLAND
"Continental Resources, Inc.",2508322607,-104.7421304,47.9538238,206421,Pennie 1-4H,2959,Pennie - Tank 1,1,405.29,1.685197505,4,025N,054E,RICHLAND
"Continental Resources, Inc.",2508322607,-104.7421304,47.9538238,206421,Pennie 1-4H,2960,Pennie - Tank 2,2,406.17,1.685352697,4,025N,054E,RICHLAND
"Continental Resources, Inc.",2508322607,-104.7421304,47.9538238,206421,Pennie 1-4H,2961,Pennie - Tank 3,3,406.23,1.68560166,4,025N,054E,RICHLAND
"Continental Resources, Inc.",2508322607,-104.7421304,47.9538238,206421,Pennie 1-4H,2962,Pennie - Tank 4,4,406.07,1.684937759,4,025N,054E,RICHLAND
"Continental Resources, Inc.",2508322490,-104.6143192,47.9129544,206422,Timber Creek 1-16H,2334,Timber Creek - 6763,1,404.46477,1.685269875,16,025N,055E,RICHLAND
"Continental Resources, Inc.",2508322490,-104.6143192,47.9129544,206422,Timber Creek 1-16H,2335,Timber Creek - 6764,2,404.40204,1.6850085,16,025N,055E,RICHLAND
"Continental Resources, Inc.",2508322490,-104.6143192,47.9129544,206422,Timber Creek 1-16H,2336,Timber Creek - 6765,3,404.34489,1.684770375,16,025N,055E,RICHLAND
"Continental Resources, Inc.",2508322490,-104.6143192,47.9129544,206422,Timber Creek 1-16H,2337,Timber Creek - 6766,4,404.41784,1.685074333,16,025N,055E,RICHLAND
"Continental Resources, Inc.",3302300547,-103.0320832,48.7197465,206447,Tangsrud 1-1H,4312,Tangsrud - Tank 1,1,404.60238,1.68584325,1,160N,096W,DIVIDE
"Continental Resources, Inc.",3302300547,-103.0320832,48.7197465,206447,Tangsrud 1-1H,4313,Tangsrud - Tank 2,2,404.60238,1.68584325,1,160N,096W,DIVIDE
"Continental Resources, Inc.",3302300547,-103.0320832,48.7197465,206447,Tangsrud 1-1H,4314,Tangsrud - Tank 3,3,404.60238,1.68584325,1,160N,096W,DIVIDE
"Continental Resources, Inc.",3302300530,-102.946124,48.7355353,206448,Oscar 1-25H,3881,Oscar - Tank 1,1,404.56,1.685666667,25,161N,095W,DIVIDE
"Continental Resources, Inc.",3302300530,-102.946124,48.7355353,206448,Oscar 1-25H,3882,Oscar - Tank 2,2,404.4,1.685,25,161N,095W,DIVIDE
"Continental Resources, Inc.",3302300530,-102.946124,48.7355353,206448,Oscar 1-25H,3883,Oscar - Tank 3,3,404.43,1.685125,25,161N,095W,DIVIDE
"Continental Resources, Inc.",3302300584,-102.9667613,48.7777944,206449,Melgaard 1-14H,4635,Melgaard - Tank 1,1,404.82289,1.686762042,14,161N,095W,DIVIDE
"Continental Resources, Inc.",3302300584,-102.9667613,48.7777944,206449,Melgaard 1-14H,4636,Melgaard - Tank 2,2,404.82311,1.686762958,14,161N,095W,DIVIDE
"Continental Resources, Inc.",3302300584,-102.9667613,48.7777944,206449,Melgaard 1-14H,4637,Melgaard - Tank 3,3,404.82311,1.686762958,14,161N,095W,DIVIDE
"Continental Resources, Inc.",3302300548,-102.9668398,48.7786942,206450,Spooner 1-11H,4061,Spooner - Tank 1,1,404.66471,1.686102958,11,161N,095W,DIVIDE
"Continental Resources, Inc.",3302300548,-102.9668398,48.7786942,206450,Spooner 1-11H,4062,Spooner - Tank 2,2,404.61191,1.685882958,11,161N,095W,DIVIDE
"Continental Resources, Inc.",3302300548,-102.9668398,48.7786942,206450,Spooner 1-11H,4063,Spooner - Tank 3,3,404.61191,1.685882958,11,161N,095W,DIVIDE
"Continental Resources, Inc.",3310501623,-102.9927361,48.6050783,206452,Josephine 1-8H,2658,Josephine - 40822,1,404.48,1.685333333,8,159N,095W,WILLIAMS
"Continental Resources, Inc.",3310501623,-102.9927361,48.6050783,206452,Josephine 1-8H,2659,Josephine - 40823,2,407.46,1.685460186,8,159N,095W,WILLIAMS
"Continental Resources, Inc.",3310501623,-102.9927361,48.6050783,206452,Josephine 1-8H,2660,Josephine - 40824,3,407.49,1.685584281,8,159N,095W,WILLIAMS
"Continental Resources, Inc.",3300701593,-103.1993551,47.0532857,206455,Dahle 1-2H,2611,Dahle - 40698,1,404.5,1.685416667,2,141N,099W,BILLINGS
"Continental Resources, Inc.",3300701593,-103.1993551,47.0532857,206455,Dahle 1-2H,2610,Dahle - 40699,2,404.37,1.684875,2,141N,099W,BILLINGS
"Continental Resources, Inc.",3300701574,-103.1606031,47.0522045,206456,Urban 1-12H,2586,Urban - 40680,1,404.42,1.685083333,12,141N,099W,BILLINGS
"Continental Resources, Inc.",3300701574,-103.1606031,47.0522045,206456,Urban 1-12H,2587,Urban - 40681,2,404.15,1.683958333,12,141N,099W,BILLINGS
"Continental Resources, Inc.",3300701574,-103.1606031,47.0522045,206456,Urban 1-12H,2588,Urban - 40682,3,404.36461,1.684852542,12,141N,099W,BILLINGS
"Continental Resources, Inc.",3300701574,-103.1606031,47.0522045,206456,Urban 1-12H,2589,Urban - 40683,4,404.36,1.684833333,12,141N,099W,BILLINGS
"Continental Resources, Inc.",3300701592,-103.1785528,47.1402634,206459,Filkowski 1-1H,2580,Filkowski - 40684,1,405.42,1.685738046,1,142N,099W,BILLINGS
"Continental Resources, Inc.",3300701592,-103.1785528,47.1402634,206459,Filkowski 1-1H,2581,Filkowski - 40685,2,405.36,1.685488565,1,142N,099W,BILLINGS
"Continental Resources, Inc.",3300701592,-103.1785528,47.1402634,206459,Filkowski 1-1H,2582,Filkowski - 40686,3,405.37,1.685530146,1,142N,099W,BILLINGS
